"","GEOID","MUNI","ln_POP","ln_TAX_BASE_PER_CAP","ln_MED_HH_INC","PCT_EDA_POP","SCORE_ln_POP","WT_SCORE_ln_POP","SCORE_ln_TAX_BASE_PER_CAP","WT_SCORE_ln_TAX_BASE_PER_CAP","SCORE_ln_MED_HH_INC","WT_SCORE_ln_MED_HH_INC","SCORE_PCT_EDA_POP","WT_SCORE_PCT_EDA_POP","SCORE_OVERALL","SCORE_OVERALL_SCALED","COHORT"
"33","1709980","Burr Ridge",9.32295451634532,11.7080227909582,11.9309776885839,0,5,5,10,10,10,10,10,10,35,86.1111111111111,"1"
"34","1710487","Calumet City",10.4921904642226,10.1090397164808,10.8324970568181,0.834,8,8,2,2,1,1,2,2,13,25,"4"
"35","1710513","Calumet Park",8.85723049420195,9.95513751106947,10.8207578045238,1,4,4,2,2,1,1,1,1,8,11.1111111111111,"4"
"36","1710906","Campton Hills",9.29514097366865,10.7484281423535,12.0639501692858,0,5,5,6,6,10,10,10,10,31,75,"1"
"37","1711332","Carol Stream",10.5929780555925,10.8440087800012,11.4055629466417,0.167,9,9,6,6,6,6,9,9,30,72.2222222222222,"1"
"38","1711358","Carpentersville",10.5448939701884,10.2181966166752,11.1996520428515,0.126,8,8,3,3,4,4,9,9,24,55.5555555555556,"2"
"39","1711592","Cary",9.78841334469066,10.5205156504393,11.5649864645967,0,7,7,4,4,8,8,10,10,29,69.4444444444444,"1"
"40","1712476","Channahon",9.50174052379638,10.5400609420332,11.5071991005968,0,6,6,4,4,7,7,10,10,27,63.8888888888889,"2"
"41","1714000","Chicago",14.8257971517598,10.6685911679986,11.0364529575759,0.585,10,10,5,5,3,3,5,5,23,52.7777777777778,"2"
"42","1714026","Chicago Heights",10.2212137463363,9.88273423395651,10.817375399794,0.674,8,8,2,2,1,1,4,4,15,30.5555555555556,"4"
"43","1714065","Chicago Ridge",9.57727253036756,10.707635809488,10.850404477952,0.12,6,6,5,5,1,1,9,9,21,47.2222222222222,"2"
"44","1714351","Cicero",11.3535545165531,9.72830957977457,10.891652334646,0.937,10,10,1,1,2,2,1,1,14,27.7777777777778,"4"
"45","1714572","Clarendon Hills",9.07130816328062,11.2691628067279,11.5471916168378,0,5,5,8,8,7,7,10,10,30,72.2222222222222,"1"
"46","1715170","Coal City",8.64909826229618,10.3167225776344,11.2266823567127,0,4,4,3,3,4,4,10,10,21,47.2222222222222,"2"
"47","1716691","Country Club Hills",9.72764496183988,9.7970856668891,11.1606124226632,0.733,7,7,1,1,4,4,3,3,15,30.5555555555556,"4"
"48","1716873","Countryside",8.76717339668401,11.9854493143508,11.1154434073529,0.091,4,4,10,10,3,3,10,10,27,63.8888888888889,"2"
"49","1717458","Crest Hill",9.92617816245583,10.3332124696318,10.9761322495067,0.268,7,7,3,3,2,2,8,8,20,44.4444444444444,"3"
"50","1717497","Crestwood",9.28970592735692,11.1625018309989,11.0110761004439,0.971,5,5,8,8,2,2,1,1,16,33.3333333333333,"4"
"51","1717523","Crete",9.04369529456724,10.2575158341277,11.2306023410029,0.725,5,5,3,3,4,4,3,3,15,30.5555555555556,"4"
"52","1717887","Crystal Lake",10.6033372211557,11.005390311802,11.4236132612895,0.022,9,9,7,7,6,6,10,10,32,77.7777777777778,"1"
"53","1718628","Darien",9.9992976073821,10.9598643907865,11.5206058948136,0,7,7,7,7,7,7,10,10,31,75,"1"
"54","1719083","Deer Park",8.21093973337902,11.7328492227144,11.99177733284,0,3,3,10,10,10,10,10,10,33,80.5555555555556,"1"
"55","1718992","Deerfield",9.86245720297814,11.5236951883559,11.9957465979266,0,7,7,9,9,10,10,10,10,36,88.8888888888889,"1"
"56","1719642","Des Plaines",11.0132870305948,10.9856817109334,11.2069300556785,0.292,9,9,7,7,4,4,8,8,28,66.6666666666667,"1"
"57","1719837","Diamond",7.87853419614036,10.1617037589106,10.8399533913469,0,2,2,3,3,1,1,10,10,16,33.3333333333333,"4"
"58","1720149","Dixmoor",7.9973268229981,9.84265696854222,10.709003136051,1,2,2,2,2,1,1,1,1,6,5.55555555555556,"4"
"59","1720292","Dolton",9.9723604168225,9.65001317933911,10.8245070859834,0.925,7,7,1,1,1,1,1,1,10,16.6666666666667,"4"
"60","1720591","Downers Grove",10.8247061226466,11.2584434056076,11.4844951257747,0.01,9,9,8,8,7,7,10,10,34,83.3333333333333,"1"
"61","1721696","East Dundee",8.05579245097777,11.3330777315373,11.2009370386539,0,2,2,8,8,4,4,10,10,24,55.5555555555556,"2"
"62","1721904","East Hazel Crest",7.16780918431644,9.94375103182511,10.8313708304461,0.739,1,1,2,2,1,1,3,3,7,8.33333333333333,"4"
"63","1722931","Elburn",8.72826416149618,10.7831588905744,11.4691512001187,0,4,4,6,6,7,7,10,10,27,63.8888888888889,"2"
"64","1723074","Elgin",11.650920630122,10.5290271660811,11.1982010214066,0.436,10,10,4,4,4,4,6,6,24,55.5555555555556,"2"
"65","1723256","Elk Grove Village",10.3985495811226,11.5601071693132,11.3532260862126,0.149,8,8,9,9,6,6,9,9,32,77.7777777777778,"1"
"66","1723620","Elmhurst",10.7317336465177,11.3809255414652,11.7269798345359,0.063,9,9,9,9,9,9,10,10,37,91.6666666666667,"1"
"67","1723724","Elmwood Park",10.1072851722528,10.2235371533979,11.0558301636252,0.358,8,8,3,3,3,3,7,7,21,47.2222222222222,"2"
"68","1723945","Elwood",7.70930833338587,10.499153010343,11.305286100192,0,2,2,4,4,5,5,10,10,21,47.2222222222222,"2"
"69","1724582","Evanston",11.2658733686043,10.95815266306,11.3185515696521,0.471,10,10,7,7,5,5,6,6,28,66.6666666666667,"1"
"70","1724634","Evergreen Park",9.90063348355322,10.8186010325274,11.2822032681325,0,7,7,6,6,5,5,10,10,28,66.6666666666667,"1"
"71","1726571","Flossmoor",9.18029345062389,10.3566505923026,11.5831136218189,0,5,5,3,3,8,8,10,10,26,61.1111111111111,"2"
"72","1726710","Ford Heights",7.50273821075485,9.32039381338302,10.5209139225559,1,1,1,1,1,1,1,1,1,4,0,"4"
"73","1726935","Forest Park",9.57073837671504,10.8068033874568,11.1657764336849,0,6,6,6,6,4,4,10,10,26,61.1111111111111,"2"
"74","1726987","Forest View",6.67456139181443,11.8561619925226,11.4857700722249,0,1,1,10,10,7,7,10,10,28,66.6666666666667,"1"
"75","1727442","Fox Lake",9.30364854910983,10.9535435743462,11.0447601449981,0.402,5,5,7,7,3,3,6,6,21,47.2222222222222,"2"
"76","1727533","Fox River Grove",8.45574322910002,10.6895003115424,11.6651485739402,0,3,3,5,5,8,8,10,10,26,61.1111111111111,"2"
"77","1727624","Frankfort",9.91817910127912,11.2212264680404,11.8546055457708,0,7,7,8,8,10,10,10,10,35,86.1111111111111,"1"
"78","1727702","Franklin Park",9.82374063444587,10.9462907871627,11.1236535367568,0.919,7,7,7,7,3,3,1,1,18,38.8888888888889,"3"
"79","1728872","Geneva",9.97081904469641,11.2197846088726,11.6620607314695,0,7,7,8,8,8,8,10,10,33,80.5555555555556,"1"
"80","1729171","Gilberts",9.03193115200214,10.3327193059417,11.4764689279596,0,5,5,3,3,7,7,10,10,25,58.3333333333333,"2"
"81","1729756","Glen Ellyn",10.2697266141435,11.0799377280329,11.6802010635589,0.088,8,8,7,7,9,9,10,10,34,83.3333333333333,"1"
"82","1729652","Glencoe",9.08805973726735,11.7891151528884,12.1838270365829,0,5,5,10,10,10,10,10,10,35,86.1111111111111,"1"
"83","1729730","Glendale Heights",10.4095820019262,10.7515152285301,11.1567361173962,0.021,8,8,6,6,4,4,10,10,28,66.6666666666667,"1"
"84","1729938","Glenview",10.7935369732051,11.4569194213356,11.6786009074351,0.284,9,9,9,9,9,9,8,8,35,86.1111111111111,"1"
"85","1730029","Glenwood",9.06670092177457,9.77526289733126,11.0799401253226,0.466,5,5,1,1,3,3,6,6,15,30.5555555555556,"4"
"86","1730120","Godley",6.33859407820318,9.36179463832233,10.6461627202453,0.915,1,1,1,1,1,1,1,1,4,0,"4"
"87","1730328","Golf",6.24222326545517,11.4796346217158,12.2154039729591,0,1,1,9,9,10,10,10,10,30,72.2222222222222,"1"
"88","1731121","Grayslake",9.96401805227616,10.556148623092,11.5087467462738,0,7,7,4,4,7,7,10,10,28,66.6666666666667,"1"
"89","1731446","Green Oaks",8.3255483071614,11.2998090353956,11.6921171287553,0.14,3,3,8,8,9,9,9,9,29,69.4444444444444,"1"
"90","1731667","Greenwood",5.78074351579233,10.3087139490274,11.5045605766386,0,1,1,3,3,7,7,10,10,21,47.2222222222222,"2"
"91","1732018","Gurnee",10.3322133542188,11.2904623324801,11.5218059167762,0.31,8,8,8,8,7,7,7,7,30,72.2222222222222,"1"
"92","1732200","Hainesville",8.17357548663415,10.3562200498512,11.4338389666494,0,2,2,3,3,6,6,10,10,21,47.2222222222222,"2"
"93","1732525","Hampshire",8.94468068355889,10.5615676321637,11.5092687874667,0,4,4,4,4,7,7,10,10,25,58.3333333333333,"2"
"94","1732746","Hanover Park",10.5312958917877,10.5509562376721,11.2563156120729,0,8,8,4,4,5,5,10,10,27,63.8888888888889,"2"
"95","1733331","Harvard",9.1557785839835,10.2035563863376,10.8576711933447,0,5,5,3,3,2,2,10,10,20,44.4444444444444,"3"
"96","1733383","Harvey",9.91955773271362,9.66688282089253,10.3931406110693,1,7,7,1,1,1,1,1,1,10,16.6666666666667,"4"
"97","1733435","Harwood Heights",9.11217612318895,10.9394330117416,11.1235059352805,0.545,5,5,7,7,3,3,5,5,20,44.4444444444444,"3"
"98","1733630","Hawthorn Woods",9.11184512522708,10.9243673500721,12.2398700251135,0,5,5,6,6,10,10,10,10,31,75,"1"
"99","1733695","Hazel Crest",9.50166579934276,9.62734217794907,10.9152702658695,0.429,6,6,1,1,2,2,6,6,15,30.5555555555556,"4"
"100","1733851","Hebron",7.2211050981825,10.1165848438347,11.2053535614201,0,1,1,2,2,4,4,10,10,17,36.1111111111111,"4"
"101","1734514","Hickory Hills",9.5822486965555,10.3916044211417,11.1015227641953,0.315,6,6,4,4,3,3,7,7,20,44.4444444444444,"3"
"102","1734722","Highland Park",10.3148021854332,11.6058202713804,11.8986435442366,0,8,8,9,9,10,10,10,10,37,91.6666666666667,"1"
"103","1734865","Highwood",8.53188474015923,10.6379758581187,11.2235753354178,0,3,3,5,5,4,4,10,10,22,50,"2"
"104","1735086","Hillside",9.02641753381525,11.0705028413688,10.9334461978872,0.712,5,5,7,7,2,2,3,3,17,36.1111111111111,"4"
"105","1735307","Hinsdale",9.76393808758604,11.7616813737563,12.2390285835875,0,7,7,10,10,10,10,10,10,37,91.6666666666667,"1"
"106","1735385","Hodgkins",7.3132203870903,13.2035723622506,10.9112994768777,1,1,1,10,10,2,2,1,1,14,27.7777777777778,"4"
"107","1735411","Hoffman Estates",10.869139713948,10.7083967364285,11.4341311444038,0.028,9,9,5,5,6,6,10,10,30,72.2222222222222,"1"
"108","1735515","Holiday Hills",6.42648845745769,9.86558613054772,11.2168751428479,0,1,1,2,2,4,4,10,10,17,36.1111111111111,"4"
"109","1735835","Homer Glen",10.1081819601818,10.902188713648,11.5971103511957,0,8,8,6,6,8,8,10,10,32,77.7777777777778,"1"
"110","1735866","Hometown",8.37632063253482,9.64076897133397,10.8490846276023,1,3,3,1,1,1,1,1,1,6,5.55555555555556,"4"
"111","1735879","Homewood",9.87627050624257,10.7011771650239,11.2517295177543,0.139,7,7,5,5,5,5,9,9,26,61.1111111111111,"2"
"112","1736750","Huntley",10.2306306938688,10.7424015786135,11.2570004241316,0,8,8,5,5,5,5,10,10,28,66.6666666666667,"1"
"113","1737218","Indian Creek",6.2841341610708,10.7785554399709,11.7310564744609,0,1,1,6,6,9,9,10,10,26,61.1111111111111,"2"
"114","1737257","Indian Head Park",8.31016902198191,10.6294093968945,11.3907126322345,0,3,3,5,5,6,6,10,10,24,55.5555555555556,"2"
"115","1737608","Inverness",8.9380065764712,11.0918536445237,12.1311227806226,0,4,4,7,7,10,10,10,10,31,75,"1"
"116","1737894","Island Lake",8.99355158629998,10.3671762786306,11.3382148711776,0,4,4,4,4,5,5,10,10,23,52.7777777777778,"2"
"117","1737907","Itasca",9.16356318041725,11.5435384660666,11.5099811346808,0,5,5,9,9,7,7,10,10,31,75,"1"
"118","1738479","Johnsburg",8.75699718362355,10.9425583902503,11.6661271231903,0,4,4,7,7,8,8,10,10,29,69.4444444444444,"1"
"119","1738570","Joliet",11.9208009989996,10.5428665986075,11.1964460336386,0.367,10,10,4,4,4,4,7,7,25,58.3333333333333,"2"
"120","1738830","Justice",9.44145209293957,9.63637991237765,10.9599401468068,0.823,6,6,1,1,2,2,2,2,11,19.4444444444444,"4"
"121","1738895","Kaneville",6.11368217983223,10.2656936866864,11.0773309918806,0,1,1,3,3,3,3,10,10,17,36.1111111111111,"4"
"122","1739519","Kenilworth",7.82963038915019,11.7821473231849,12.3950014926933,0,2,2,10,10,10,10,10,10,32,77.7777777777778,"1"
"123","1739883","Kildeer",8.3165447179294,11.717089174768,12.2666972673466,0,3,3,10,10,10,10,10,10,33,80.5555555555556,"1"
"124","1740767","La Grange",9.7002079011507,10.8877576630534,11.7169188161114,0,6,6,6,6,9,9,10,10,31,75,"1"
"125","1740793","La Grange Park",9.5085913957772,10.3989985738927,11.5893771171306,0,6,6,4,4,8,8,10,10,28,66.6666666666667,"1"
"126","1740884","Lake Barrington",8.53699581871242,11.2214526900783,11.5678964882147,0.039,3,3,8,8,8,8,10,10,29,69.4444444444444,"1"
"127","1740910","Lake Bluff",8.63337494570565,11.9976245700948,12.0693590522143,0,4,4,10,10,10,10,10,10,34,83.3333333333333,"1"
"128","1741105","Lake Forest",9.87132586572773,11.8411705890995,12.1501264378478,0.095,7,7,10,10,10,10,10,10,37,91.6666666666667,"1"
"129","1741183","Lake in the Hills",10.2744302266059,10.4802407216671,11.4769873581646,0,8,8,4,4,7,7,10,10,29,69.4444444444444,"1"
"130","1741586","Lake Villa",9.07577987858049,10.4289174227024,11.5677829002549,0,5,5,4,4,8,8,10,10,27,63.8888888888889,"2"
"131","1741742","Lake Zurich",9.89136436273382,11.3146060100124,11.6392673247293,0,7,7,8,8,8,8,10,10,33,80.5555555555556,"1"
"132","1741326","Lakemoor",8.72939712269206,10.5633011015387,11.3017845924472,0,4,4,4,4,5,5,10,10,23,52.7777777777778,"2"
"133","1741651","Lakewood",8.36240897761537,10.6952038603368,11.9156067017018,0,3,3,5,5,10,10,10,10,28,66.6666666666667,"1"
"134","1742028","Lansing",10.2776683706045,10.2194002410576,10.9623016279966,0.857,8,8,3,3,2,2,2,2,15,30.5555555555556,"4"
"135","1742795","Lemont",9.77730055228574,10.8447361796276,11.6484087015075,0,7,7,6,6,8,8,10,10,31,75,"1"
"136","1743250","Libertyville",9.93202641734255,11.5161432697904,11.9222497834041,0,7,7,9,9,10,10,10,10,36,88.8888888888889,"1"
"137","1743406","Lily Lake",6.93925394604151,10.6262629852101,11.6935121844705,0,1,1,5,5,9,9,10,10,25,58.3333333333333,"2"
"138","1743666","Lincolnshire",8.97966855424118,11.5879193518903,11.7758741740013,0.267,4,4,9,9,9,9,8,8,30,72.2222222222222,"1"
"139","1743744","Lincolnwood",9.50770046097924,11.3543802735152,11.4122428796042,0,6,6,8,8,6,6,10,10,30,72.2222222222222,"1"
"140","1743770","Lindenhurst",9.57540006544931,10.3299369581322,11.6569825179637,0,6,6,3,3,8,8,10,10,27,63.8888888888889,"2"
"141","1743900","Lisbon",5.6021188208797,10.0222773792812,11.0627244630207,0,1,1,2,2,3,3,10,10,16,33.3333333333333,"4"
"142","1743939","Lisle",10.0950578740112,11.0500176405227,11.4818990863651,0,7,7,7,7,7,7,10,10,31,75,"1"
"143","1744225","Lockport",10.1694606818257,10.6378445880061,11.3830103827488,0.009,8,8,5,5,6,6,10,10,29,69.4444444444444,"1"
"144","1744407","Lombard",10.7027049968231,11.0644382811527,11.364042552727,0.204,9,9,7,7,6,6,8,8,30,72.2222222222222,"1"
"145","1744524","Long Grove",9.03193115200214,11.3172019640834,12.2413818726324,0,5,5,8,8,10,10,10,10,33,80.5555555555556,"1"
"146","1745421","Lynwood",9.11778639036558,9.88109276441137,11.2405128848492,0.98,5,5,2,2,4,4,1,1,12,22.2222222222222,"4"
"147","1745434","Lyons",9.28887424963029,10.331491795428,11.0974857757149,0,5,5,3,3,3,3,10,10,21,47.2222222222222,"2"
"148","1746357","Manhattan",9.14686794902061,10.2443841223629,11.5686061207968,0,5,5,3,3,8,8,10,10,26,61.1111111111111,"2"
"149","1746604","Maple Park",7.26752542782817,10.2695242776388,11.4167779346858,0,1,1,3,3,6,6,10,10,20,44.4444444444444,"3"
"150","1746786","Marengo",8.93168411073171,10.2079029160053,11.1517834154987,0,4,4,3,3,4,4,10,10,21,47.2222222222222,"2"
"151","1747007","Markham",9.36400521952033,9.80079322854463,10.6466146654011,1,5,5,1,1,1,1,1,1,8,11.1111111111111,"4"
"152","1747540","Matteson",9.85602900137643,10.8531912931328,11.3458195607826,0.558,7,7,6,6,5,5,5,5,23,52.7777777777778,"2"
"153","1747774","Maywood",10.0652662080988,9.42995423067999,10.9441705420733,0.796,7,7,1,1,2,2,3,3,13,25,"4"
"154","1745564","McCook",5.51745289646471,13.6221646728244,11.2307879927738,1,1,1,10,10,4,4,1,1,16,33.3333333333333,"4"
"155","1745616","McCullom Lake",6.89568269774787,9.7657151378348,11.0418012080558,0,1,1,1,1,3,3,10,10,15,30.5555555555556,"4"
"156","1745694","McHenry",10.2085796864975,10.8541478684004,11.2516126475385,0,8,8,6,6,5,5,10,10,29,69.4444444444444,"1"
"157","1748242","Melrose Park",10.1184376288218,10.9382466638425,10.8892297174085,1,8,8,7,7,2,2,1,1,18,38.8888888888889,"3"
"158","1748554","Merrionette Park",7.58528107863913,10.8620793754876,10.6700478210165,1,2,2,6,6,1,1,1,1,10,16.6666666666667,"4"
"159","1748671","Mettawa",6.27852142416584,13.6280724336472,11.7209553784744,0.843,1,1,10,10,9,9,2,2,22,50,"2"
"160","1748892","Midlothian",9.56976154158294,10.1502930478262,11.0197269010544,0.837,6,6,3,3,2,2,2,2,13,25,"4"
"161","1749100","Millbrook",5.62401750618734,10.6194102146325,11.4281842365151,0,1,1,5,5,6,6,10,10,22,50,"2"
"162","1749308","Millington",6.42486902390539,9.92020409949011,11.2126713613437,0,1,1,2,2,4,4,10,10,17,36.1111111111111,"4"
"163","1749607","Minooka",9.4539138048019,10.851503108645,11.4834657578186,0,6,6,6,6,7,7,10,10,29,69.4444444444444,"1"
"164","1749854","Mokena",9.8978215309095,11.2090499562624,11.6076445610281,0,7,7,8,8,8,8,10,10,33,80.5555555555556,"1"
"165","1749945","Monee",8.54247099860051,11.305247817928,11.2468483162708,0,3,3,8,8,4,4,10,10,25,58.3333333333333,"2"
"166","1750218","Montgomery",9.91650248961362,10.74867185325,11.5049739351826,0.074,7,7,6,6,7,7,10,10,30,72.2222222222222,"1"
"167","1750647","Morton Grove",10.1384410906097,10.9340464265834,11.3743872735064,0,8,8,7,7,6,6,10,10,31,75,"1"
"168","1751089","Mount Prospect",10.9482066788589,11.235826677851,11.3427656534353,0.055,9,9,8,8,5,5,10,10,32,77.7777777777778,"1"
"169","1751349","Mundelein",10.3596457749598,10.7126063629169,11.4244766917851,0.378,8,8,5,5,6,6,7,7,26,61.1111111111111,"2"
"170","1751622","Naperville",11.9153191945539,11.205964626207,11.7570317547051,0,10,10,8,8,9,9,10,10,37,91.6666666666667,"1"
"171","1752584","New Lenox",10.2114868257508,10.924573932469,11.6555268505692,0,8,8,6,6,8,8,10,10,32,77.7777777777778,"1"
"172","1752103","Newark",6.880384082186,10.403198865615,11.5302741033048,0,1,1,4,4,7,7,10,10,22,50,"2"
"173","1753000","Niles",10.3388997370122,11.4684157583505,11.0586376921645,0.162,8,8,9,9,3,3,9,9,29,69.4444444444444,"1"
"174","1753377","Norridge",9.63240035365618,11.0388411217382,11.2683028819789,0,6,6,7,7,5,5,10,10,28,66.6666666666667,"1"
"175","1753442","North Aurora",9.81252291716203,10.9582423513167,11.4110588385667,0.02,7,7,7,7,6,6,10,10,30,72.2222222222222,"1"
"176","1753455","North Barrington",8.06180227453835,11.324911814591,12.1919128673721,0,2,2,8,8,10,10,10,10,30,72.2222222222222,"1"
"177","1753559","North Chicago",10.3339379133382,9.55325445340292,10.7624245573803,0.949,8,8,1,1,1,1,1,1,11,19.4444444444444,"4"
"178","1754144","North Riverside",8.91274263473703,11.6007801678075,10.9309439177204,0,4,4,9,9,2,2,10,10,25,58.3333333333333,"2"
"179","1753481","Northbrook",10.469426166355,11.5813116319791,11.7666602950474,0,8,8,9,9,9,9,10,10,36,88.8888888888889,"1"
"180","1753663","Northfield",8.65712903171375,11.9431664401165,11.8752116364844,0,4,4,10,10,10,10,10,10,34,83.3333333333333,"1"
"181","1753871","Northlake",9.46032057724395,10.9823172050634,11.0103159959756,0.528,6,6,7,7,2,2,5,5,20,44.4444444444444,"3"
"182","1754534","Oak Brook",9.00736702745136,12.7664249459192,11.854690811195,0.697,4,4,10,10,10,10,4,4,28,66.6666666666667,"1"
"183","1754638","Oak Forest",10.2211409634839,10.0843937858652,11.2754928089216,0.478,8,8,2,2,5,5,6,6,21,47.2222222222222,"2"
"184","1754820","Oak Lawn",10.9744202720975,10.6004482621156,11.1469502645485,0.725,9,9,5,5,4,4,3,3,21,47.2222222222222,"2"
"185","1754885","Oak Park",10.9074777579405,10.5622739762253,11.4818990863651,0,9,9,4,4,7,7,10,10,30,72.2222222222222,"1"
"186","1754560","Oakbrook Terrace",7.91971976092457,12.182451161957,11.0278163197089,0.517,2,2,10,10,3,3,5,5,20,44.4444444444444,"3"
"187","1755041","Oakwood Hills",7.63819824428578,10.2467125537174,11.5557454621532,0,2,2,3,3,8,8,10,10,23,52.7777777777778,"2"
"188","1755639","Old Mill Creek",5.08759633523238,10.861713614498,11.519384560031,0,1,1,6,6,7,7,10,10,24,55.5555555555556,"2"
"189","1755938","Olympia Fields",8.45914025996762,10.8914975605053,11.4441111489699,0.102,3,3,6,6,6,6,9,9,24,55.5555555555556,"2"
"190","1756627","Orland Hills",8.83826168288565,10.702647840789,11.3185758603633,0,4,4,5,5,5,5,10,10,24,55.5555555555556,"2"
"191","1756640","Orland Park",10.9802461118356,11.2175204236165,11.3465874874775,0.032,9,9,8,8,5,5,10,10,32,77.7777777777778,"1"
"192","1756887","Oswego",10.4511753410347,10.7600792052689,11.4858625454205,0,8,8,6,6,7,7,10,10,31,75,"1"
"193","1757225","Palatine",11.1259091269305,10.6471593357745,11.3325420288065,0.051,9,9,5,5,5,5,10,10,29,69.4444444444444,"1"
"194","1757381","Palos Heights",9.39831260027895,10.7544839333455,11.4185598389345,0.055,6,6,6,6,6,6,10,10,28,66.6666666666667,"1"
"195","1757394","Palos Hills",9.82714631927941,10.067958268719,11.072309749579,0.031,7,7,2,2,3,3,10,10,22,50,"2"
