"","CCA_ID","CCA_NAME","ln_POP","ln_TAX_BASE_PER_CAP","ln_MED_HH_INC","PCT_EDA_POP","SCORE_ln_POP","WT_SCORE_ln_POP","SCORE_ln_TAX_BASE_PER_CAP","WT_SCORE_ln_TAX_BASE_PER_CAP","SCORE_ln_MED_HH_INC","WT_SCORE_ln_MED_HH_INC","SCORE_PCT_EDA_POP","WT_SCORE_PCT_EDA_POP","SCORE_OVERALL","SCORE_OVERALL_SCALED","COHORT"
"66","32","The Loop",14.8257971517598,12.3185195405517,11.6404311966051,0.062,10,10,10,10,8,8,10,10,38,94.4444444444444,"1"
"67","3","Uptown",14.8257971517598,10.5897704838346,10.9660942713942,0.394,10,10,5,5,2,2,7,7,24,55.5555555555556,"2"
"68","73","Washington Heights",14.8257971517598,10.1604114479903,10.888940131903,0.781,10,10,3,3,2,2,3,3,18,38.8888888888889,"3"
"69","40","Washington Park",14.8257971517598,9.96821547313729,10.0583978222214,0.699,10,10,2,2,1,1,4,4,17,36.1111111111111,"4"
"70","62","West Elsdon",14.8257971517598,10.1619000674858,10.900173787995,0.673,10,10,3,3,2,2,4,4,19,41.6666666666667,"3"
"71","67","West Englewood",14.8257971517598,9.87475299276575,10.1825783562249,0.944,10,10,2,2,1,1,1,1,14,27.7777777777778,"4"
"72","26","West Garfield Park",14.8257971517598,9.99044997577763,10.2902249271408,0.968,10,10,2,2,1,1,1,1,14,27.7777777777778,"4"
"73","65","West Lawn",14.8257971517598,10.1575811010321,10.9106757380406,0.901,10,10,3,3,2,2,1,1,16,33.3333333333333,"4"
"74","53","West Pullman",14.8257971517598,10.0070235640021,10.7446334298206,0.901,10,10,2,2,1,1,1,1,14,27.7777777777778,"4"
"75","2","West Ridge",14.8257971517598,10.2913217187845,10.967116675821,0.926,10,10,3,3,2,2,1,1,16,33.3333333333333,"4"
"76","24","West Town",14.8257971517598,10.9891097986556,11.6311991282068,0,10,10,7,7,8,8,10,10,35,86.1111111111111,"1"
"77","42","Woodlawn",14.8257971517598,10.0569861417757,10.2234304872061,0.695,10,10,2,2,1,1,4,4,17,36.1111111111111,"4"
