GEOID,MUNI,SCORE_YEAR3,SCORE_YEAR2,SCORE_YEAR1,WEIGHTED_SCORE_3YR,COHORT_3YR
1754560,Oakbrook Terrace,40.74074074074074,44.44444444444444,40.74074074074074,41.97530864197531,3
1755041,Oakwood Hills,29.629629629629626,37.03703703703704,33.33333333333333,33.333333333333336,4
1755639,Old Mill Creek,33.33333333333333,40.74074074074074,37.03703703703704,37.03703703703703,3
1755938,Olympia Fields,40.74074074074074,44.44444444444444,44.44444444444444,43.20987654320987,3
1756627,Orland Hills,40.74074074074074,40.74074074074074,44.44444444444444,41.97530864197531,3
1756640,Orland Park,74.07407407407408,70.37037037037037,74.07407407407408,72.8395061728395,1
1756887,Oswego,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1
1757225,Palatine,59.25925925925925,59.25925925925925,62.96296296296296,60.49382716049382,2
1757381,Palos Heights,51.85185185185185,55.55555555555556,59.25925925925925,55.55555555555555,2
1757394,Palos Hills,37.03703703703704,33.33333333333333,33.33333333333333,34.5679012345679,4
1757407,Palos Park,55.55555555555556,55.55555555555556,55.55555555555556,55.555555555555564,2
1757654,Park City,14.814814814814813,11.11111111111111,11.11111111111111,12.345679012345679,4
1757732,Park Forest,25.925925925925924,25.925925925925924,25.925925925925924,25.925925925925924,4
1757875,Park Ridge,77.77777777777779,74.07407407407408,81.48148148148148,77.77777777777777,1
1759052,Peotone,33.33333333333333,40.74074074074074,37.03703703703704,37.03703703703703,3
1759572,Phoenix,0,0,0,0,4
1759988,Pingree Grove,48.148148148148145,40.74074074074074,40.74074074074074,43.20987654320987,3
1760287,Plainfield,77.77777777777779,74.07407407407408,77.77777777777779,76.5432098765432,1
1760352,Plano,40.74074074074074,44.44444444444444,40.74074074074074,41.97530864197531,3
1760391,Plattville,33.33333333333333,25.925925925925924,29.629629629629626,29.62962962962963,4
1761216,Port Barrington,40.74074074074074,44.44444444444444,40.74074074074074,41.97530864197531,3
1761314,Posen,14.814814814814813,11.11111111111111,18.51851851851852,14.814814814814815,4
1761678,Prairie Grove,51.85185185185185,55.55555555555556,51.85185185185185,53.08641975308641,2
1762016,Prospect Heights,40.74074074074074,40.74074074074074,40.74074074074074,40.74074074074074,3
1763641,Richmond,22.22222222222222,18.51851851851852,22.22222222222222,20.987654320987655,4
1763706,Richton Park,25.925925925925924,29.629629629629626,29.629629629629626,28.39506172839506,4
1764135,Ringwood,51.85185185185185,48.148148148148145,51.85185185185185,50.617283950617285,2
1764304,River Forest,70.37037037037037,70.37037037037037,70.37037037037037,70.37037037037037,1
1764343,River Grove,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,4
1764278,Riverdale,14.814814814814813,14.814814814814813,14.814814814814813,14.814814814814815,4
1764421,Riverside,55.55555555555556,55.55555555555556,55.55555555555556,55.555555555555564,2
1764538,Riverwoods,66.66666666666666,70.37037037037037,70.37037037037037,69.1358024691358,1
1764616,Robbins,7.4074074074074066,7.4074074074074066,7.4074074074074066,7.407407407407407,4
1764902,Rockdale,25.925925925925924,29.629629629629626,25.925925925925924,27.16049382716049,4
1765338,Rolling Meadows,59.25925925925925,55.55555555555556,59.25925925925925,58.02469135802469,2
1765442,Romeoville,66.66666666666666,66.66666666666666,62.96296296296296,65.43209876543209,1
1765806,Roselle,59.25925925925925,59.25925925925925,59.25925925925925,59.25925925925926,2
1765819,Rosemont,48.148148148148145,44.44444444444444,44.44444444444444,45.67901234567901,2
1766027,Round Lake,40.74074074074074,40.74074074074074,40.74074074074074,40.74074074074074,3
1766040,Round Lake Beach,44.44444444444444,48.148148148148145,44.44444444444444,45.679012345679006,2
1766053,Round Lake Heights,11.11111111111111,18.51851851851852,14.814814814814813,14.814814814814815,4
1766066,Round Lake Park,11.11111111111111,11.11111111111111,11.11111111111111,11.111111111111109,4
1767548,Sandwich,25.925925925925924,37.03703703703704,29.629629629629626,30.864197530864192,4
1767769,Sauk Village,14.814814814814813,14.814814814814813,14.814814814814813,14.814814814814815,4
1768003,Schaumburg,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,1
1768081,Schiller Park,40.74074074074074,44.44444444444444,40.74074074074074,41.97530864197531,3
1769758,Shorewood,70.37037037037037,70.37037037037037,70.37037037037037,70.37037037037037,1
1770122,Skokie,66.66666666666666,62.96296296296296,62.96296296296296,64.19753086419753,2
1770161,Sleepy Hollow,44.44444444444444,44.44444444444444,44.44444444444444,44.444444444444436,3
1770564,South Barrington,70.37037037037037,70.37037037037037,70.37037037037037,70.37037037037037,1
1770629,South Chicago Heights,18.51851851851852,18.51851851851852,22.22222222222222,19.753086419753085,4
1770720,South Elgin,70.37037037037037,62.96296296296296,70.37037037037037,67.90123456790123,1
1770850,South Holland,40.74074074074074,37.03703703703704,37.03703703703704,38.2716049382716,3
1772052,Spring Grove,59.25925925925925,55.55555555555556,59.25925925925925,58.02469135802469,2
1766703,St. Charles,74.07407407407408,74.07407407407408,74.07407407407408,74.07407407407408,1
1772520,Steger,18.51851851851852,14.814814814814813,14.814814814814813,16.049382716049383,4
1772676,Stickney,18.51851851851852,22.22222222222222,18.51851851851852,19.753086419753085,4
1772923,Stone Park,14.814814814814813,18.51851851851852,14.814814814814813,16.04938271604938,4
1773157,Streamwood,55.55555555555556,59.25925925925925,55.55555555555556,56.79012345679013,2
1773391,Sugar Grove,59.25925925925925,55.55555555555556,55.55555555555556,56.79012345679013,2
1773638,Summit,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,4
1774275,Symerton,37.03703703703704,40.74074074074074,33.33333333333333,37.03703703703704,3
1775081,Third Lake,51.85185185185185,51.85185185185185,51.85185185185185,51.85185185185185,2
1775185,Thornton,14.814814814814813,18.51851851851852,14.814814814814813,16.04938271604938,4
1775484,Tinley Park,66.66666666666666,62.96296296296296,62.96296296296296,64.19753086419753,2
1775874,Tower Lakes,48.148148148148145,51.85185185185185,51.85185185185185,50.617283950617285,2
1776160,Trout Valley,44.44444444444444,48.148148148148145,48.148148148148145,46.913580246913575,2
1776706,Union,40.74074074074074,44.44444444444444,40.74074074074074,41.97530864197531,3
1776935,University Park,25.925925925925924,22.22222222222222,22.22222222222222,23.456790123456788,4
1777694,Vernon Hills,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,1
1777993,Villa Park,55.55555555555556,55.55555555555556,55.55555555555556,55.555555555555564,2
1778175,Virgil,25.925925925925924,25.925925925925924,22.22222222222222,24.691358024691358,4
1778227,Volo,51.85185185185185,48.148148148148145,51.85185185185185,50.617283950617285,2
1778370,Wadsworth,44.44444444444444,44.44444444444444,44.44444444444444,44.444444444444436,3
1778929,Warrenville,51.85185185185185,55.55555555555556,51.85185185185185,53.08641975308641,2
1779267,Wauconda,55.55555555555556,51.85185185185185,55.55555555555556,54.32098765432099,2
1779293,Waukegan,44.44444444444444,44.44444444444444,44.44444444444444,44.444444444444436,3
1779397,Wayne,59.25925925925925,55.55555555555556,55.55555555555556,56.79012345679013,2
1780060,West Chicago,59.25925925925925,55.55555555555556,55.55555555555556,56.79012345679013,2
1780125,West Dundee,48.148148148148145,51.85185185185185,51.85185185185185,50.617283950617285,2
1780047,Westchester,51.85185185185185,55.55555555555556,55.55555555555556,54.32098765432099,2
1780242,Western Springs,74.07407407407408,74.07407407407408,74.07407407407408,74.07407407407408,1
1780645,Westmont,62.96296296296296,59.25925925925925,62.96296296296296,61.728395061728385,2
1781048,Wheaton,70.37037037037037,74.07407407407408,70.37037037037037,71.60493827160495,1
1781087,Wheeling,55.55555555555556,55.55555555555556,55.55555555555556,55.555555555555564,2
1782049,Willow Springs,40.74074074074074,44.44444444444444,44.44444444444444,43.20987654320987,3
1781919,Willowbrook,59.25925925925925,62.96296296296296,62.96296296296296,61.728395061728385,2
1782075,Wilmette,85.18518518518519,85.18518518518519,85.18518518518519,85.18518518518519,1
1782101,Wilmington,33.33333333333333,29.629629629629626,25.925925925925924,29.62962962962963,4
1782400,Winfield,62.96296296296296,59.25925925925925,59.25925925925925,60.49382716049382,2
1782530,Winnetka,85.18518518518519,85.18518518518519,85.18518518518519,85.18518518518519,1
1782686,Winthrop Harbor,29.629629629629626,29.629629629629626,29.629629629629626,29.62962962962963,4
1782855,Wonder Lake,33.33333333333333,25.925925925925924,29.629629629629626,29.62962962962963,4
1782985,Wood Dale,51.85185185185185,55.55555555555556,55.55555555555556,54.32098765432099,2
1783245,Woodridge,59.25925925925925,62.96296296296296,62.96296296296296,61.728395061728385,2
1783349,Woodstock,48.148148148148145,48.148148148148145,48.148148148148145,48.148148148148145,2
1783518,Worth,22.22222222222222,22.22222222222222,18.51851851851852,20.987654320987655,4
1784038,Yorkville,55.55555555555556,59.25925925925925,59.25925925925925,58.02469135802469,2
1784220,Zion,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,4
